dish_id,image_path,weight_g,carbs_g,protein_g,fat_g
dish_1567537280,imagery/realsense_overhead/dish_1567537280/rgb.png,404.0,51.064735,51.275162,34.708237
dish_1561578188,imagery/realsense_overhead/dish_1561578188/rgb.png,201.0,10.810784,2.82298,1.453176
dish_1562180089,imagery/realsense_overhead/dish_1562180089/rgb.png,437.0,19.00104,60.67337,57.796677
dish_1567022251,imagery/realsense_overhead/dish_1567022251/rgb.png,254.0,18.481001,2.959,4.126
dish_1566850031,imagery/realsense_overhead/dish_1566850031/rgb.png,662.0,25.780001,84.644997,19.197001
dish_1566933401,imagery/realsense_overhead/dish_1566933401/rgb.png,79.0,1.69561,1.156098,2.080976
dish_1560357832,imagery/realsense_overhead/dish_1560357832/rgb.png,82.0,17.474182,4.632458,10.603177
dish_1562875870,imagery/realsense_overhead/dish_1562875870/rgb.png,233.0,26.566978,21.725405,17.797087
dish_1562690886,imagery/realsense_overhead/dish_1562690886/rgb.png,37.0,2.526829,0.866341,1.046829
dish_1563302345,imagery/realsense_overhead/dish_1563302345/rgb.png,215.0,5.092874,43.001171,7.567317
dish_1566923060,imagery/realsense_overhead/dish_1566923060/rgb.png,248.0,33.981998,18.783001,34.609001
dish_1558462036,imagery/realsense_overhead/dish_1558462036/rgb.png,13.0,0.468,0.377,0.052
dish_1558637247,imagery/realsense_overhead/dish_1558637247/rgb.png,111.0,24.42,3.441,2.664
dish_1558028142,imagery/realsense_overhead/dish_1558028142/rgb.png,73.0,5.548,0.438,0.073
dish_1560543625,imagery/realsense_overhead/dish_1560543625/rgb.png,554.0,32.192524,64.666275,30.885406
dish_1563565323,imagery/realsense_overhead/dish_1563565323/rgb.png,152.0,21.651379,14.405099,10.840512
dish_1558379639,imagery/realsense_overhead/dish_1558379639/rgb.png,112.0,4.704,21.616001,30.576
dish_1559932674,imagery/realsense_overhead/dish_1559932674/rgb.png,124.0,14.88,1.116,0.124
dish_1559245801,imagery/realsense_overhead/dish_1559245801/rgb.png,107.0,14.98,0.749,0.321
dish_1562873814,imagery/realsense_overhead/dish_1562873814/rgb.png,134.0,6.799564,2.057024,8.689231
dish_1566931620,imagery/realsense_overhead/dish_1566931620/rgb.png,461.0,22.006001,48.034,26.081001
dish_1567785223,imagery/realsense_overhead/dish_1567785223/rgb.png,261.0,13.794291,27.389,35.621967
dish_1561739188,imagery/realsense_overhead/dish_1561739188/rgb.png,143.0,23.299999,1.247,0.183
dish_1564687046,imagery/realsense_overhead/dish_1564687046/rgb.png,308.0,20.45834,33.685577,29.070162
dish_1562873187,imagery/realsense_overhead/dish_1562873187/rgb.png,255.0,9.26375,4.02645,2.404025
dish_1561491180,imagery/realsense_overhead/dish_1561491180/rgb.png,217.0,20.364334,21.251337,18.691792
dish_1558725702,imagery/realsense_overhead/dish_1558725702/rgb.png,117.0,10.530001,3.978,0.351
dish_1562789240,imagery/realsense_overhead/dish_1562789240/rgb.png,154.0,21.636833,26.509659,18.029551
dish_1559590031,imagery/realsense_overhead/dish_1559590031/rgb.png,269.0,42.538006,15.597241,19.749413
dish_1563389693,imagery/realsense_overhead/dish_1563389693/rgb.png,383.0,14.824001,45.544998,29.284
dish_1563208412,imagery/realsense_overhead/dish_1563208412/rgb.png,39.0,1.17,5.46,3.9
dish_1566416388,imagery/realsense_overhead/dish_1566416388/rgb.png,315.0,34.873814,5.198692,12.182321
dish_1565728388,imagery/realsense_overhead/dish_1565728388/rgb.png,47.0,15.745001,5.264,4.418
dish_1562963059,imagery/realsense_overhead/dish_1562963059/rgb.png,389.0,25.158859,34.327641,33.521896
dish_1560543729,imagery/realsense_overhead/dish_1560543729/rgb.png,213.0,20.830944,16.744329,7.758307
dish_1564588567,imagery/realsense_overhead/dish_1564588567/rgb.png,312.0,5.274,35.943001,30.105001
dish_1558381665,imagery/realsense_overhead/dish_1558381665/rgb.png,51.0,3.57,1.224,0.204
dish_1560455343,imagery/realsense_overhead/dish_1560455343/rgb.png,41.0,2.205773,1.081126,4.908589
dish_1565203015,imagery/realsense_overhead/dish_1565203015/rgb.png,397.0,8.94381,107.055565,19.142382
dish_1560455380,imagery/realsense_overhead/dish_1560455380/rgb.png,78.0,3.574773,1.747126,4.982589
dish_1565721855,imagery/realsense_overhead/dish_1565721855/rgb.png,450.0,23.092735,59.862839,15.635769
dish_1567020394,imagery/realsense_overhead/dish_1567020394/rgb.png,265.0,16.685022,13.626102,12.666015
dish_1558723671,imagery/realsense_overhead/dish_1558723671/rgb.png,93.0,9.3,0.837,0.186
dish_1563897395,imagery/realsense_overhead/dish_1563897395/rgb.png,233.0,26.800489,2.887805,2.611512
dish_1561664061,imagery/realsense_overhead/dish_1561664061/rgb.png,269.0,13.71284,38.910919,9.801618
dish_1558379324,imagery/realsense_overhead/dish_1558379324/rgb.png,48.0,3.84,0.384,0.096
dish_1558458584,imagery/realsense_overhead/dish_1558458584/rgb.png,142.0,25.941,12.369,25.455
dish_1567024187,imagery/realsense_overhead/dish_1567024187/rgb.png,235.0,38.525391,16.733999,12.615192
dish_1558639012,imagery/realsense_overhead/dish_1558639012/rgb.png,490.0,63.264,4.685,2.237
dish_1565382733,imagery/realsense_overhead/dish_1565382733/rgb.png,102.0,32.639999,12.24,12.24
dish_1561575347,imagery/realsense_overhead/dish_1561575347/rgb.png,327.0,37.903404,36.771889,27.43395
dish_1563564707,imagery/realsense_overhead/dish_1563564707/rgb.png,150.0,24.55752,6.571747,4.091075
dish_1562790775,imagery/realsense_overhead/dish_1562790775/rgb.png,40.0,1.519515,0.394182,7.803151
dish_1561575033,imagery/realsense_overhead/dish_1561575033/rgb.png,339.0,13.237388,47.962563,11.978688
dish_1565811139,imagery/realsense_overhead/dish_1565811139/rgb.png,416.0,9.06,74.731003,62.632004
dish_1567023375,imagery/realsense_overhead/dish_1567023375/rgb.png,268.0,8.701454,15.367283,19.267872
dish_1558721533,imagery/realsense_overhead/dish_1558721533/rgb.png,55.0,4.4,0.44,0.11
dish_1562874049,imagery/realsense_overhead/dish_1562874049/rgb.png,155.0,51.925003,17.360001,14.57
dish_1562872746,imagery/realsense_overhead/dish_1562872746/rgb.png,203.0,12.912596,17.217421,23.447695
dish_1558638954,imagery/realsense_overhead/dish_1558638954/rgb.png,129.0,23.220001,0.903,0.258
dish_1558641164,imagery/realsense_overhead/dish_1558641164/rgb.png,154.0,21.559999,0.462,0.308
dish_1562611824,imagery/realsense_overhead/dish_1562611824/rgb.png,109.0,16.74655,5.932549,11.998874
dish_1558461607,imagery/realsense_overhead/dish_1558461607/rgb.png,127.0,22.860001,0.889,0.254
dish_1560366389,imagery/realsense_overhead/dish_1560366389/rgb.png,38.0,1.529994,0.911943,4.457482
dish_1561392632,imagery/realsense_overhead/dish_1561392632/rgb.png,352.0,19.517466,26.380598,35.600468
dish_1566499686,imagery/realsense_overhead/dish_1566499686/rgb.png,388.0,35.915737,48.447742,37.685776
dish_1563395510,imagery/realsense_overhead/dish_1563395510/rgb.png,372.0,33.541649,34.771233,19.100136
dish_1559157454,imagery/realsense_overhead/dish_1559157454/rgb.png,28.0,1.127364,0.671958,3.284461
dish_1563563348,imagery/realsense_overhead/dish_1563563348/rgb.png,294.0,12.092001,29.322998,22.785002
dish_1561405389,imagery/realsense_overhead/dish_1561405389/rgb.png,223.0,12.105439,34.985947,8.393058
dish_1560526514,imagery/realsense_overhead/dish_1560526514/rgb.png,224.0,26.031246,3.418025,8.398129
dish_1558629818,imagery/realsense_overhead/dish_1558629818/rgb.png,27.0,6.129,6.048,13.365
dish_1568320296,imagery/realsense_overhead/dish_1568320296/rgb.png,85.0,28.475,9.52,7.99
dish_1558116399,imagery/realsense_overhead/dish_1558116399/rgb.png,25.0,1.325,0.55,0.1
dish_1562875211,imagery/realsense_overhead/dish_1562875211/rgb.png,147.0,34.446999,12.348,10.535001
dish_1561492519,imagery/realsense_overhead/dish_1561492519/rgb.png,206.0,52.377998,11.528,2.954
dish_1563304333,imagery/realsense_overhead/dish_1563304333/rgb.png,308.0,26.73476,47.086288,16.554087
dish_1558723719,imagery/realsense_overhead/dish_1558723719/rgb.png,40.0,9.08,8.96,19.799999
dish_1560798744,imagery/realsense_overhead/dish_1560798744/rgb.png,220.0,39.889,19.320002,14.164
dish_1558113304,imagery/realsense_overhead/dish_1558113304/rgb.png,175.0,23.957001,8.042,15.633
dish_1563308428,imagery/realsense_overhead/dish_1563308428/rgb.png,329.0,28.675205,26.585045,20.298132
dish_1558630932,imagery/realsense_overhead/dish_1558630932/rgb.png,265.0,32.048,9.644,17.381001
dish_1560368019,imagery/realsense_overhead/dish_1560368019/rgb.png,301.0,49.96254,26.125687,21.659855
dish_1563911255,imagery/realsense_overhead/dish_1563911255/rgb.png,235.0,24.054247,21.95612,12.387642
dish_1563813833,imagery/realsense_overhead/dish_1563813833/rgb.png,207.0,3.234,25.443001,14.235001
dish_1562775373,imagery/realsense_overhead/dish_1562775373/rgb.png,148.0,2.312,22.360001,24.959999
dish_1559242221,imagery/realsense_overhead/dish_1559242221/rgb.png,114.0,25.878,25.536001,56.43
dish_1566332193,imagery/realsense_overhead/dish_1566332193/rgb.png,504.0,18.466,51.841,29.494001
dish_1563295292,imagery/realsense_overhead/dish_1563295292/rgb.png,22.0,0.308,8.14,9.24
dish_1567106794,imagery/realsense_overhead/dish_1567106794/rgb.png,48.0,1.695728,2.020698,10.138825
dish_1562691566,imagery/realsense_overhead/dish_1562691566/rgb.png,187.0,6.886634,11.730732,2.766634
dish_1562703382,imagery/realsense_overhead/dish_1562703382/rgb.png,145.0,31.320002,6.989,5.887001
dish_1563909507,imagery/realsense_overhead/dish_1563909507/rgb.png,151.0,8.186116,2.891765,9.166178
dish_1566414723,imagery/realsense_overhead/dish_1566414723/rgb.png,482.0,24.867764,97.962776,31.699219
dish_1564589025,imagery/realsense_overhead/dish_1564589025/rgb.png,51.0,8.956099,0.497561,1.243902
dish_1558458847,imagery/realsense_overhead/dish_1558458847/rgb.png,143.0,20.02,0.429,0.286
dish_1558632130,imagery/realsense_overhead/dish_1558632130/rgb.png,99.0,7.92,0.792,0.198
dish_1562787783,imagery/realsense_overhead/dish_1562787783/rgb.png,76.0,12.592723,2.312764,6.586968
dish_1567022383,imagery/realsense_overhead/dish_1567022383/rgb.png,508.0,21.214001,70.595001,17.344999
dish_1566587143,imagery/realsense_overhead/dish_1566587143/rgb.png,234.0,16.010584,28.907421,20.705935
dish_1563567663,imagery/realsense_overhead/dish_1563567663/rgb.png,461.0,33.964943,35.668152,46.380054
dish_1563822636,imagery/realsense_overhead/dish_1563822636/rgb.png,258.0,10.662965,19.792339,13.74615
dish_1560442450,imagery/realsense_overhead/dish_1560442450/rgb.png,149.0,5.364,14.900001,0.596
dish_1566923004,imagery/realsense_overhead/dish_1566923004/rgb.png,153.0,10.313999,8.745001,9.309
dish_1558115512,imagery/realsense_overhead/dish_1558115512/rgb.png,126.0,5.292,24.318001,34.397999
dish_1564588533,imagery/realsense_overhead/dish_1564588533/rgb.png,167.0,2.954,21.443001,14.155001
dish_1558544427,imagery/realsense_overhead/dish_1558544427/rgb.png,103.0,1.236,12.875,10.815
dish_1561749664,imagery/realsense_overhead/dish_1561749664/rgb.png,162.0,6.377819,30.084497,14.621815
dish_1565811000,imagery/realsense_overhead/dish_1565811000/rgb.png,225.0,0.72,64.129997,7.46
dish_1561578441,imagery/realsense_overhead/dish_1561578441/rgb.png,309.0,34.634628,20.267014,18.797609
dish_1565897617,imagery/realsense_overhead/dish_1565897617/rgb.png,211.0,9.717452,29.763849,22.75914
dish_1561665671,imagery/realsense_overhead/dish_1561665671/rgb.png,89.0,23.98,5.919,5.056
dish_1558113204,imagery/realsense_overhead/dish_1558113204/rgb.png,31.0,7.037,6.944,15.345
dish_1560356523,imagery/realsense_overhead/dish_1560356523/rgb.png,92.0,1.288,34.040001,38.639999
dish_1561393764,imagery/realsense_overhead/dish_1561393764/rgb.png,182.0,5.524,19.066,20.096001
dish_1559332487,imagery/realsense_overhead/dish_1559332487/rgb.png,98.0,3.822,0.833,0.441
dish_1558628888,imagery/realsense_overhead/dish_1558628888/rgb.png,72.0,0.864,9.0,7.56
dish_1561749016,imagery/realsense_overhead/dish_1561749016/rgb.png,272.0,17.086405,17.900995,15.774299
dish_1564601569,imagery/realsense_overhead/dish_1564601569/rgb.png,291.0,31.273438,6.68656,7.830707
dish_1568044581,imagery/realsense_overhead/dish_1568044581/rgb.png,696.0,32.404121,48.129951,3.966878
dish_1560787781,imagery/realsense_overhead/dish_1560787781/rgb.png,97.0,17.164,3.481,3.181
dish_1563205982,imagery/realsense_overhead/dish_1563205982/rgb.png,469.0,54.792,16.148998,4.363
dish_1558723818,imagery/realsense_overhead/dish_1558723818/rgb.png,107.0,23.539999,3.317,2.568
dish_1561480414,imagery/realsense_overhead/dish_1561480414/rgb.png,129.0,16.316,5.447,4.835
dish_1565032714,imagery/realsense_overhead/dish_1565032714/rgb.png,330.0,24.396652,5.192313,23.180414
dish_1561049435,imagery/realsense_overhead/dish_1561049435/rgb.png,257.0,13.217999,20.822001,22.427
dish_1561407208,imagery/realsense_overhead/dish_1561407208/rgb.png,29.0,0.892834,7.578107,0.939882
dish_1559062051,imagery/realsense_overhead/dish_1559062051/rgb.png,74.0,13.320001,0.74,0.0
dish_1562169762,imagery/realsense_overhead/dish_1562169762/rgb.png,210.0,6.993764,17.674047,18.239729
dish_1563826223,imagery/realsense_overhead/dish_1563826223/rgb.png,139.0,5.146894,26.589127,19.621857
dish_1558031019,imagery/realsense_overhead/dish_1558031019/rgb.png,197.0,30.423998,7.313,6.553999
dish_1564589308,imagery/realsense_overhead/dish_1564589308/rgb.png,161.0,28.980001,3.381,10.948001
dish_1558379391,imagery/realsense_overhead/dish_1558379391/rgb.png,223.0,28.863998,26.037001,45.939999
dish_1565035802,imagery/realsense_overhead/dish_1565035802/rgb.png,250.0,14.785,3.714,0.571
dish_1564086748,imagery/realsense_overhead/dish_1564086748/rgb.png,339.0,54.915268,23.56855,16.095446
dish_1561752035,imagery/realsense_overhead/dish_1561752035/rgb.png,374.0,26.458132,41.192177,19.571791
dish_1560444592,imagery/realsense_overhead/dish_1560444592/rgb.png,175.0,19.757999,12.376,12.662
dish_1562958775,imagery/realsense_overhead/dish_1562958775/rgb.png,251.0,29.460529,3.690952,11.121791
dish_1565813446,imagery/realsense_overhead/dish_1565813446/rgb.png,230.0,5.9888,14.168726,15.872236
dish_1558468494,imagery/realsense_overhead/dish_1558468494/rgb.png,77.0,2.618,0.693,0.231
dish_1561567053,imagery/realsense_overhead/dish_1561567053/rgb.png,87.0,6.612,0.522,0.174
dish_1567525712,imagery/realsense_overhead/dish_1567525712/rgb.png,184.0,32.97702,6.916218,40.46138
dish_1558717604,imagery/realsense_overhead/dish_1558717604/rgb.png,142.0,19.879999,0.426,0.284
dish_1562168696,imagery/realsense_overhead/dish_1562168696/rgb.png,141.0,18.134903,1.705,2.474677
dish_1561576483,imagery/realsense_overhead/dish_1561576483/rgb.png,371.0,17.269756,18.4142,8.536117
dish_1561060503,imagery/realsense_overhead/dish_1561060503/rgb.png,138.0,22.781,5.407,3.984
dish_1558721980,imagery/realsense_overhead/dish_1558721980/rgb.png,79.0,6.32,0.632,0.158
dish_1563897369,imagery/realsense_overhead/dish_1563897369/rgb.png,179.0,23.020489,1.591805,2.395512
dish_1561049409,imagery/realsense_overhead/dish_1561049409/rgb.png,197.0,8.418,20.341999,22.307001
dish_1558460908,imagery/realsense_overhead/dish_1558460908/rgb.png,302.0,39.632,1.834,0.62
dish_1559593646,imagery/realsense_overhead/dish_1559593646/rgb.png,37.0,4.05874,1.123272,4.106483
dish_1560798928,imagery/realsense_overhead/dish_1560798928/rgb.png,399.0,52.308964,23.906652,21.99024
dish_1558640267,imagery/realsense_overhead/dish_1558640267/rgb.png,92.0,16.560001,0.644,0.184
dish_1562688382,imagery/realsense_overhead/dish_1562688382/rgb.png,71.0,2.13,9.94,7.1
dish_1562774475,imagery/realsense_overhead/dish_1562774475/rgb.png,128.0,13.518001,14.556001,22.848999
dish_1561739576,imagery/realsense_overhead/dish_1561739576/rgb.png,84.0,15.120001,0.84,0.0
dish_1562603842,imagery/realsense_overhead/dish_1562603842/rgb.png,237.0,60.725197,6.708,38.460644
dish_1563908996,imagery/realsense_overhead/dish_1563908996/rgb.png,293.0,15.449356,29.324974,10.461833
dish_1565035830,imagery/realsense_overhead/dish_1565035830/rgb.png,414.0,14.785001,54.717999,6.475
dish_1563305722,imagery/realsense_overhead/dish_1563305722/rgb.png,405.0,9.579062,69.960106,12.195141
dish_1558642490,imagery/realsense_overhead/dish_1558642490/rgb.png,187.0,14.1,2.511,0.466
dish_1558724689,imagery/realsense_overhead/dish_1558724689/rgb.png,79.0,3.95,1.422,0.237
dish_1560369313,imagery/realsense_overhead/dish_1560369313/rgb.png,387.0,27.958673,40.545307,28.680227
dish_1560441288,imagery/realsense_overhead/dish_1560441288/rgb.png,72.0,5.668,10.455,10.983
dish_1559243974,imagery/realsense_overhead/dish_1559243974/rgb.png,306.0,47.433929,12.482895,25.580051
dish_1567789154,imagery/realsense_overhead/dish_1567789154/rgb.png,111.0,4.662,21.423,30.302999
dish_1565898590,imagery/realsense_overhead/dish_1565898590/rgb.png,257.0,16.11227,16.043444,9.768724
dish_1558718974,imagery/realsense_overhead/dish_1558718974/rgb.png,73.0,16.570999,16.352001,36.135002
dish_1566590566,imagery/realsense_overhead/dish_1566590566/rgb.png,142.0,8.613251,17.35244,8.816879
dish_1565207662,imagery/realsense_overhead/dish_1565207662/rgb.png,128.0,12.175006,14.462402,11.480614
dish_1568315132,imagery/realsense_overhead/dish_1568315132/rgb.png,440.0,29.930391,41.600544,34.996658
dish_1563897794,imagery/realsense_overhead/dish_1563897794/rgb.png,101.0,14.14,0.707,0.303
dish_1562788601,imagery/realsense_overhead/dish_1562788601/rgb.png,287.0,48.766399,23.146877,19.139153
dish_1558030724,imagery/realsense_overhead/dish_1558030724/rgb.png,61.0,4.636,0.366,0.061
dish_1561579706,imagery/realsense_overhead/dish_1561579706/rgb.png,390.0,23.337435,24.472879,11.229327
dish_1563294575,imagery/realsense_overhead/dish_1563294575/rgb.png,562.0,72.021111,15.064019,17.121397
dish_1565207631,imagery/realsense_overhead/dish_1565207631/rgb.png,54.0,8.169447,3.30245,1.999056
dish_1562688552,imagery/realsense_overhead/dish_1562688552/rgb.png,304.0,30.278002,11.736,8.75
dish_1559675146,imagery/realsense_overhead/dish_1559675146/rgb.png,45.0,4.19,1.18,0.121
dish_1564690085,imagery/realsense_overhead/dish_1564690085/rgb.png,143.0,22.279419,9.364126,5.857383
dish_1559668016,imagery/realsense_overhead/dish_1559668016/rgb.png,279.0,41.743,18.7264,25.525999
dish_1558640190,imagery/realsense_overhead/dish_1558640190/rgb.png,58.0,4.64,0.464,0.116
dish_1565640195,imagery/realsense_overhead/dish_1565640195/rgb.png,54.0,4.86,1.08,0.108
dish_1561405356,imagery/realsense_overhead/dish_1561405356/rgb.png,176.0,7.496847,33.413628,4.198396
dish_1561663891,imagery/realsense_overhead/dish_1561663891/rgb.png,172.0,18.052742,21.306768,10.509971
dish_1566590987,imagery/realsense_overhead/dish_1566590987/rgb.png,370.0,8.976191,86.361153,25.690851
dish_1560356355,imagery/realsense_overhead/dish_1560356355/rgb.png,148.0,28.402531,12.777824,15.277617
dish_1568665052,imagery/realsense_overhead/dish_1568665052/rgb.png,331.0,17.310337,33.34906,16.161036
dish_1566936297,imagery/realsense_overhead/dish_1566936297/rgb.png,266.0,9.395162,44.923096,23.922573
dish_1567110665,imagery/realsense_overhead/dish_1567110665/rgb.png,532.0,48.397079,39.440094,43.294647
dish_1557937079,imagery/realsense_overhead/dish_1557937079/rgb.png,27.0,0.378,9.99,11.339999
dish_1562959295,imagery/realsense_overhead/dish_1562959295/rgb.png,19.0,0.646,0.133,0.019
dish_1561406789,imagery/realsense_overhead/dish_1561406789/rgb.png,164.0,39.572407,3.793967,0.801091
dish_1562960472,imagery/realsense_overhead/dish_1562960472/rgb.png,166.0,16.591,4.553,6.729
dish_1563308386,imagery/realsense_overhead/dish_1563308386/rgb.png,214.0,24.200394,2.87349,6.034588
dish_1562788794,imagery/realsense_overhead/dish_1562788794/rgb.png,281.0,35.742496,36.522697,23.338419
dish_1562687274,imagery/realsense_overhead/dish_1562687274/rgb.png,141.0,13.517261,1.161127,12.139805
dish_1561665378,imagery/realsense_overhead/dish_1561665378/rgb.png,70.0,15.4,2.17,1.68
dish_1562168648,imagery/realsense_overhead/dish_1562168648/rgb.png,32.0,4.924903,1.024,2.229677
dish_1559925174,imagery/realsense_overhead/dish_1559925174/rgb.png,155.0,21.700001,1.085,0.465
dish_1558376734,imagery/realsense_overhead/dish_1558376734/rgb.png,60.0,2.52,11.58,16.380001
dish_1568664972,imagery/realsense_overhead/dish_1568664972/rgb.png,221.0,11.029653,31.216145,14.751798
dish_1567019993,imagery/realsense_overhead/dish_1567019993/rgb.png,55.0,4.87714,1.841452,0.703702
dish_1565811335,imagery/realsense_overhead/dish_1565811335/rgb.png,219.0,19.854195,5.656456,3.380213
dish_1563476267,imagery/realsense_overhead/dish_1563476267/rgb.png,51.0,25.398001,3.162,14.688
dish_1563824377,imagery/realsense_overhead/dish_1563824377/rgb.png,338.0,12.238,38.936001,28.374001
dish_1558115764,imagery/realsense_overhead/dish_1558115764/rgb.png,28.0,0.392,10.360001,11.759999
dish_1563221086,imagery/realsense_overhead/dish_1563221086/rgb.png,254.0,12.389885,28.917324,18.227091
dish_1564427406,imagery/realsense_overhead/dish_1564427406/rgb.png,135.0,0.135,30.51,20.115
dish_1567110631,imagery/realsense_overhead/dish_1567110631/rgb.png,260.0,27.507641,6.725035,14.578888
dish_1564685360,imagery/realsense_overhead/dish_1564685360/rgb.png,129.0,4.989798,25.973656,20.049007
dish_1568666000,imagery/realsense_overhead/dish_1568666000/rgb.png,197.0,25.612118,10.612808,7.829318
dish_1562687299,imagery/realsense_overhead/dish_1562687299/rgb.png,196.0,18.46726,1.436127,12.194806
dish_1561665422,imagery/realsense_overhead/dish_1561665422/rgb.png,385.0,24.421902,80.548927,15.953769
dish_1565798591,imagery/realsense_overhead/dish_1565798591/rgb.png,224.0,6.33827,13.454783,7.408836
dish_1565036922,imagery/realsense_overhead/dish_1565036922/rgb.png,336.0,42.207928,37.025078,24.062843
dish_1563302315,imagery/realsense_overhead/dish_1563302315/rgb.png,63.0,2.079,1.953,0.189
dish_1563220802,imagery/realsense_overhead/dish_1563220802/rgb.png,252.0,13.352823,29.468918,15.236608
dish_1566414225,imagery/realsense_overhead/dish_1566414225/rgb.png,88.0,17.941746,3.759223,4.186408
dish_1560442303,imagery/realsense_overhead/dish_1560442303/rgb.png,297.0,30.082001,24.217001,25.354
dish_1562691613,imagery/realsense_overhead/dish_1562691613/rgb.png,300.0,33.667633,13.199732,2.879634
dish_1562872662,imagery/realsense_overhead/dish_1562872662/rgb.png,122.0,5.005394,15.617198,15.02996
dish_1563563264,imagery/realsense_overhead/dish_1563563264/rgb.png,163.0,2.767,27.681999,22.523001
dish_1559843185,imagery/realsense_overhead/dish_1559843185/rgb.png,161.0,15.219999,1.707,0.514
dish_1563389719,imagery/realsense_overhead/dish_1563389719/rgb.png,457.0,21.484001,46.358997,29.358
dish_1559841870,imagery/realsense_overhead/dish_1559841870/rgb.png,201.0,30.551998,0.804,0.201
dish_1558635546,imagery/realsense_overhead/dish_1558635546/rgb.png,117.0,16.379999,0.351,0.234
dish_1559843222,imagery/realsense_overhead/dish_1559843222/rgb.png,229.0,27.460001,2.183,0.65
dish_1560455421,imagery/realsense_overhead/dish_1560455421/rgb.png,189.0,15.287749,12.075824,14.689533
dish_1558109945,imagery/realsense_overhead/dish_1558109945/rgb.png,143.0,0.429,20.02,0.286
dish_1561664042,imagery/realsense_overhead/dish_1561664042/rgb.png,209.0,9.51284,37.830917,9.741618
dish_1561405864,imagery/realsense_overhead/dish_1561405864/rgb.png,106.0,12.694054,23.070551,5.344729
dish_1565020867,imagery/realsense_overhead/dish_1565020867/rgb.png,325.0,35.736317,13.901073,6.230683
dish_1564773847,imagery/realsense_overhead/dish_1564773847/rgb.png,161.0,5.8212,17.603327,15.737777
dish_1565711326,imagery/realsense_overhead/dish_1565711326/rgb.png,285.0,49.627357,3.009226,10.290755
dish_1561576257,imagery/realsense_overhead/dish_1561576257/rgb.png,134.0,20.493,2.411,10.321
dish_1562007739,imagery/realsense_overhead/dish_1562007739/rgb.png,65.0,2.795,2.08,1.365
dish_1563304301,imagery/realsense_overhead/dish_1563304301/rgb.png,151.0,23.621746,4.687849,8.933062
dish_1563216689,imagery/realsense_overhead/dish_1563216689/rgb.png,302.0,13.58478,32.918709,5.606515
dish_1561480391,imagery/realsense_overhead/dish_1561480391/rgb.png,113.0,15.82,0.791,0.339
dish_1563389114,imagery/realsense_overhead/dish_1563389114/rgb.png,148.0,11.310716,2.577627,4.405479
dish_1563813436,imagery/realsense_overhead/dish_1563813436/rgb.png,242.0,25.07654,22.035324,25.918316
dish_1566847454,imagery/realsense_overhead/dish_1566847454/rgb.png,210.0,20.658922,27.281824,16.620152
dish_1561060477,imagery/realsense_overhead/dish_1561060477/rgb.png,105.0,22.055,4.912,3.918
dish_1562617446,imagery/realsense_overhead/dish_1562617446/rgb.png,232.0,35.139999,11.216,12.594
dish_1558725829,imagery/realsense_overhead/dish_1558725829/rgb.png,460.0,64.110001,8.453,3.391
dish_1565987269,imagery/realsense_overhead/dish_1565987269/rgb.png,45.0,15.075001,5.04,4.23
dish_1560961012,imagery/realsense_overhead/dish_1560961012/rgb.png,71.0,28.613001,6.6172,5.68
dish_1558027243,imagery/realsense_overhead/dish_1558027243/rgb.png,163.0,24.698,12.548,12.797999
dish_1558636813,imagery/realsense_overhead/dish_1558636813/rgb.png,88.0,15.84,0.616,0.176
dish_1566851198,imagery/realsense_overhead/dish_1566851198/rgb.png,342.0,42.903687,25.897209,21.119635
dish_1566936352,imagery/realsense_overhead/dish_1566936352/rgb.png,368.0,23.495167,47.759106,24.178576
dish_1562959517,imagery/realsense_overhead/dish_1562959517/rgb.png,74.0,5.974161,1.629955,7.215058
dish_1561753168,imagery/realsense_overhead/dish_1561753168/rgb.png,138.0,5.432957,25.627535,12.455622
dish_1564675411,imagery/realsense_overhead/dish_1564675411/rgb.png,308.0,2.708,35.193001,7.033
dish_1566413321,imagery/realsense_overhead/dish_1566413321/rgb.png,61.0,2.196,1.769,0.244
dish_1561407283,imagery/realsense_overhead/dish_1561407283/rgb.png,86.0,5.487313,8.259524,3.841226
dish_1561746876,imagery/realsense_overhead/dish_1561746876/rgb.png,84.0,3.307017,15.599369,7.581682
dish_1564775182,imagery/realsense_overhead/dish_1564775182/rgb.png,277.0,13.835518,27.54071,26.036234
dish_1565194852,imagery/realsense_overhead/dish_1565194852/rgb.png,759.0,51.367619,40.800117,5.04372
dish_1565204855,imagery/realsense_overhead/dish_1565204855/rgb.png,105.0,9.310905,3.515498,1.343432
dish_1562788732,imagery/realsense_overhead/dish_1562788732/rgb.png,52.0,2.814716,7.842129,6.662716
dish_1559059992,imagery/realsense_overhead/dish_1559059992/rgb.png,94.0,16.92,0.94,0.0
dish_1558122583,imagery/realsense_overhead/dish_1558122583/rgb.png,61.0,10.37,1.22,0.061
dish_1559245697,imagery/realsense_overhead/dish_1559245697/rgb.png,289.0,36.953289,3.405009,2.007221
dish_1560961261,imagery/realsense_overhead/dish_1560961261/rgb.png,218.0,10.294001,12.031,11.830999
dish_1558548666,imagery/realsense_overhead/dish_1558548666/rgb.png,75.0,21.0,2.025,0.225
dish_1568666089,imagery/realsense_overhead/dish_1568666089/rgb.png,335.0,33.010952,16.691326,9.80298
